"account_no","adv_no","lienhub_owner","situs_address","situs_city","situs_zip","cert_number","face_amount","live_match_found","live_total_due","bill_years","still_delinquent"
"112837-0000","18056","","5455 SANDERS RD JACKSONVILLE 32277-",,"32277-",,"4649.67","False","0",,"False"
"155032-0000","22859","","2850 E LORAN DR JACKSONVILLE 32216-",,"32216-",,"4649.91","False","0",,"False"
"064464-0000","12383","","2842 POST ST JACKSONVILLE 32205-",,"32205-",,"4651.77","False","0",,"False"
"121786-0000","19042","","1856 LANDWOOD ST JACKSONVILLE 32211-",,"32211-",,"4659.8","False","0",,"False"
"148522-3156","21841","","7815 E FAWN BROOK CIR JACKSONVILLE 32256-",,"32256-",,"4660.1","False","0",,"False"
"005980-0010","1513","","7748 STILLWELL RD JACKSONVILLE 32221-",,"32221-",,"4679.19","False","0",,"False"
"020159-0640","4295","","4419 S MARSH HAWK DR JACKSONVILLE 32218-",,"32218-",,"4689.27","False","0",,"False"
"013393-0000","2836","","8162 OSTEEN ST JACKSONVILLE 32210-",,"32210-",,"4693.87","False","0",,"False"
"006824-1325","1722","","9756 OXFORD STATION DR JACKSONVILLE 32221-",,"32221-",,"4703.55","False","0",,"False"
"059403-0000","11991","","523 S ELLIS RD JACKSONVILLE 32254-",,"32254-",,"4703.67","False","0",,"False"
"001930-0010","438","","860 S HALSEMA RD JACKSONVILLE 32221-",,"32221-",,"4711.19","False","0",,"False"
"167128-6000","25103","","BELLA RIVA LN JACKSONVILLE 32225-",,"32225-",,"4713.84","False","0",,"False"
"028853-0010","5975","","5168 VERNON RD JACKSONVILLE 32209-",,"32209-",,"4719.27","False","0",,"False"
"155279-0000","22869","","6130 N PRATHER DR JACKSONVILLE 32216-",,"32216-",,"4727.89","False","0",,"False"
"082178-0000","13959","","1704 INWOOD TER JACKSONVILLE 32207-",,"32207-",,"4734.22","False","0",,"False"
"110444-0000","17784","","11257 AMERICANA LN JACKSONVILLE 32218-",,"32218-",,"4739.66","False","0",,"False"
"022573-0000","4822","","601 IVA PL JACKSONVILLE 32208-",,"32208-",,"4755.33","False","0",,"False"
"174058-0000","26350","","317 N 2ND AVE JACKSONVILLE BEACH 32250-",,"32250-",,"4755.35","False","0",,"False"
"158163-0000","23393","","12111 SAN JOSE BLVD JACKSONVILLE 32223-",,"32223-",,"4759.2","False","0",,"False"
"180365-6510","27310","","1800 THE GREENS WAY 1002 JACKSONVILLE BEACH 32250-",,"32250-",,"4760.76","False","0",,"False"
"123441-0000","19267","","9994 ARNOLD RD JACKSONVILLE 32246-",,"32246-",,"4765.2","False","0",,"False"
"008711-0100","1893","","8320 LENOX AVE JACKSONVILLE 32221-",,"32221-",,"4772.27","False","0",,"False"
"019596-0390","4061","","5113 S PARETE RD JACKSONVILLE 32218-",,"32218-",,"4775.68","False","0",,"False"
"095295-0000","15835","","2645 BAYVIEW RD JACKSONVILLE 32210-",,"32210-",,"4778.56","False","0",,"False"
"037390-0000","7501","","8713 MONROE AVE JACKSONVILLE 32208-",,"32208-",,"4781.81","False","0",,"False"
"136956-0100","20740","","HOGAN RD JACKSONVILLE 32216-",,"32216-",,"4799.99","False","0",,"False"
"146036-5054","21461","","9745 TOUCHTON RD 1701 JACKSONVILLE 32246-",,"32246-",,"4805.06","False","0",,"False"
"147983-0655","21688","","9551 SUGAR HOLLOW LN JACKSONVILLE 32256-",,"32256-",,"4805.44","False","0",,"False"
"015489-0020","3272","","9755 S ALVIN RD JACKSONVILLE 32222-",,"32222-",,"4808.47","False","0",,"False"
"083262-0000","13989","","725 S GRANADA BLVD JACKSONVILLE 32207-",,"32207-",,"4821.58","False","0",,"False"
"090482-0066","15585","","1661 RIVERSIDE AVE 202 JACKSONVILLE 32204-",,"32204-",,"4826.54","False","0",,"False"
"170927-1040","26130","","781 BEGONIA ST ATLANTIC BEACH 32233-",,"32233-",,"4834.7","False","0",,"False"
"100005-0000","16361","","4652 PINEWOOD AVE JACKSONVILLE 32207-",,"32207-",,"4859.2","False","0",,"False"
"026761-0000","5511","","7240 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"4859.63","False","0",,"False"
"005144-0010","1360","","507 N LANE AVE JACKSONVILLE 32254-",,"32254-",,"4867.37","False","0",,"False"
"158767-5820","23506","","13241 BARTRAM PARK BLVD 1405 JACKSONVILLE 32258-",,"32258-",,"4867.56","False","0",,"False"
"016483-0000","3714","","8197 BROOKS DR JACKSONVILLE 32244-",,"32244-",,"4869.09","False","0",,"False"
"155697-0194","22970","","4325 WALNUT BEND JACKSONVILLE 32257-",,"32257-",,"4881.99","False","0",,"False"
"073372-0000","13248","","211 E BAY ST JACKSONVILLE 32202-",,"32202-",,"4894.46","False","0",,"False"
"103821-0000","16662","","4317 ORTEGA FARMS CIR JACKSONVILLE 32210-",,"32210-",,"4896.25","False","0",,"False"
"167444-0562","25218","","12936 BEARPAW PL JACKSONVILLE 32246-",,"32246-",,"4902.46","False","0",,"False"
"095503-0000","15860","","5164 EULACE RD JACKSONVILLE 32210-",,"32210-",,"4907.74","False","0",,"False"
"001215-0010","249","","8737 MAGNOLIA ST JACKSONVILLE 32234-",,"32234-",,"4907.89","False","0",,"False"
"155916-0336","23001","","3631 TORRE GRANDE AVE JACKSONVILLE 32257-",,"32257-",,"4920.41","False","0",,"False"
"016430-4030","3638","","8466 WATERMILL BLVD JACKSONVILLE 32244-",,"32244-",,"4936.58","False","0",,"False"
"093306-0002","15718","","LAKESIDE DR JACKSONVILLE 32210-",,"32210-",,"4936.58","False","0",,"False"
"072019-0000","13067","","1951 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"4939.92","False","0",,"False"
"015673-0065","3325","","7028 CAMFIELD LANDING DR JACKSONVILLE 32222-",,"32222-",,"4940.96","False","0",,"False"
"015673-0130","3326","","7063 CAMFIELD LANDING DR JACKSONVILLE 32222-",,"32222-",,"4940.96","False","0",,"False"
"069780-0000","12797","","CALJON RD JACKSONVILLE 32207-",,"32207-",,"4943.85","False","0",,"False"
"099988-0000","16360","","4324 PINEWOOD AVE JACKSONVILLE 32207-",,"32207-",,"4948.74","False","0",,"False"
"151224-0000","22312","","2407 ACADIE DR JACKSONVILLE 32217-",,"32217-",,"4953.74","False","0",,"False"
"167636-0000","25347","","3830 DALRY DR JACKSONVILLE 32246-",,"32246-",,"4971.52","False","0",,"False"
"136813-0000","20730","","2001 ART MUSEUM DR JACKSONVILLE 32207-",,"32207-",,"4973.55","False","0",,"False"
"156251-0000","23062","","3126 PURDOM DR JACKSONVILLE 32223-",,"32223-",,"4973.86","False","0",,"False"
"108674-0000","17588","","11138 N PLEASANT OAK RD JACKSONVILLE 32226-",,"32226-",,"4985.76","False","0",,"False"
"160671-5500","23888","","11966 SAVERIO LN JACKSONVILLE 32225-",,"32225-",,"4987.98","False","0",,"False"
"165283-0285","24701","","2504 WINDING SPRING CT JACKSONVILLE 32246-",,"32246-",,"5002.59","False","0",,"False"
"152192-0000","22358","","7917 MENDOZA DR JACKSONVILLE 32217-",,"32217-",,"5003.37","False","0",,"False"
"172218-0000","26239","","1880 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"5006.17","False","0",,"False"
"020908-0000","4454","","300 FRANKLIN AVE JACKSONVILLE 32218-",,"32218-",,"5008.45","False","0",,"False"
"025119-0000","5242","","2915 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"5009.29","False","0",,"False"
"093858-0000","15750","","4251 PALMER AVE JACKSONVILLE 32210-",,"32210-",,"5018.48","False","0",,"False"
"148632-5676","21888","","8852 CHAMBORE DR JACKSONVILLE 32256-",,"32256-",,"5029.68","False","0",,"False"
"100439-0000","16380","","6054 SAN JOSE BLVD JACKSONVILLE 32217-",,"32217-",,"5037.68","False","0",,"False"
"002861-0090","705","","8876 JOHNSON TER JACKSONVILLE 32219-",,"32219-",,"5039.84","False","0",,"False"
"148210-0000","21742","","8447 SAN ARDO DR JACKSONVILLE 32217-",,"32217-",,"5054.51","False","0",,"False"
"162224-0295","24225","","339 N HICKORY HOLLOW DR JACKSONVILLE 32225-",,"32225-",,"5077.01","False","0",,"False"
"148514-3002","21775","","5120 HARROW RD JACKSONVILLE 32217-",,"32217-",,"5081.72","False","0",,"False"
"161132-4185","23986","","13783 QUARTZ CRYSTAL DR JACKSONVILLE 32225-",,"32225-",,"5086.77","False","0",,"False"
"112853-0540","18059","","5323 RIVERTON RD JACKSONVILLE 32277-",,"32277-",,"5096.24","False","0",,"False"
"101241-0000","16417","","4630 HOMESTEAD RD JACKSONVILLE 32210-",,"32210-",,"5097.01","False","0",,"False"
"080393-0500","13871","","1431 RIVERPLACE BLVD 1901 JACKSONVILLE 32207-",,"32207-",,"5112.88","False","0",,"False"
"082808-0000","13979","","1337 MORVENWOOD RD JACKSONVILLE 32207-",,"32207-",,"5118.44","False","0",,"False"
"110736-0000","17834","","1821 DAVIS RD JACKSONVILLE 32218-",,"32218-",,"5124.4","False","0",,"False"
"014731-0000","3141","","5861 BUCKLEY DR JACKSONVILLE 32244-",,"32244-",,"5141.84","False","0",,"False"
"117086-0000","18711","","2944 W CORKWOOD RD JACKSONVILLE 32277-",,"32277-",,"5152.23","False","0",,"False"
"168520-0000","25914","","1274 CAPE CHARLES AVE JACKSONVILLE 32233-",,"32233-",,"5158.18","False","0",,"False"
"073008-0000","13196","","124 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"5167.22","False","0",,"False"
"167444-0612","25219","","2437 W FALLEN TREE DR JACKSONVILLE 32246-",,"32246-",,"5170.86","False","0",,"False"
"173072-0000","26315","","546 DAVIS ST NEPTUNE BEACH 32266-",,"32266-",,"5179.73","False","0",,"False"
"006723-0030","1690","","333 CENTER AVE JACKSONVILLE 32220-",,"32220-",,"5180.66","False","0",,"False"
"037256-0010","7462","","9029 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"5185.78","False","0",,"False"
"008981-0835","2023","","2355 CHEROKEE COVE TRL JACKSONVILLE 32221-",,"32221-",,"5185.95","False","0",,"False"
"157193-0500","23320","","5463 TIERRA VERDE LN JACKSONVILLE 32258-",,"32258-",,"5196.12","False","0",,"False"
"003784-2270","962","","6788 LANGFORD ST JACKSONVILLE 32219-",,"32219-",,"5218.14","False","0",,"False"
"095504-0000","15861","","5210 EULACE RD JACKSONVILLE 32210-",,"32210-",,"5218.74","False","0",,"False"
"071552-0000","12996","","1733 PERRY ST JACKSONVILLE 32206-",,"32206-",,"5228.42","False","0",,"False"
"120112-0000","18904","","2066 SAMONTEE RD JACKSONVILLE 32211-",,"32211-",,"5230.08","False","0",,"False"
"175949-1306","26479","","112 S 5TH AVE 201 JACKSONVILLE BEACH 32250-",,"32250-",,"5231.21","False","0",,"False"
"108426-1210","17534","","15225 N LANDMARK CIR JACKSONVILLE 32226-",,"32226-",,"5239.67","False","0",,"False"
"004874-0000","1328","","1554 DOLPH RD JACKSONVILLE 32220-",,"32220-",,"5241.03","False","0",,"False"
"115120-0000","18498","","1939 FRANKLIN ST JACKSONVILLE 32206-",,"32206-",,"5247.52","False","0",,"False"
"016464-0605","3673","","8688 S BANDERA CIR JACKSONVILLE 32244-",,"32244-",,"5248.77","False","0",,"False"
"148291-0000","21747","","4853 SAN CLERC RD JACKSONVILLE 32217-",,"32217-",,"5257.09","False","0",,"False"
"168085-0172","25766","","13329 SOLAR DR JACKSONVILLE 32258-",,"32258-",,"5265.56","False","0",,"False"
"031825-0000","6622","","844 LYNTON ST JACKSONVILLE 32208-",,"32208-",,"5266.1","False","0",,"False"
"177387-3050","26601","","218 E JARDIN DE MER PL 218 JACKSONVILLE BEACH 32250-",,"32250-",,"5268.77","False","0",,"False"
"062850-0000","12241","","4803 SAPPHO AVE JACKSONVILLE 32205-",,"32205-",,"5272.46","False","0",,"False"
"121145-0000","19011","","8531 ELONDO ST JACKSONVILLE 32211-",,"32211-",,"5276.07","False","0",,"False"
"074767-0000","13324","","817 HOUSTON ST JACKSONVILLE 32204-",,"32204-",,"5276.46","False","0",,"False"
"150122-0168","22245","","6827 SAN JOSE BLVD JACKSONVILLE 32217-",,"32217-",,"5278.13","False","0",,"False"
"139475-0000","20918","","6606 S NIGHTINGALE RD JACKSONVILLE 32216-",,"32216-",,"5282.2","False","0",,"False"
"167770-2075","25637","","13648 MYRICA CT JACKSONVILLE 32224-",,"32224-",,"5303.23","False","0",,"False"
"006947-0000","1747","","242 ASHLAND AVE JACKSONVILLE 32220-",,"32220-",,"5303.72","False","0",,"False"
"003449-3405","877","","8248 GOLDEN BAMBOO DR JACKSONVILLE 32219-",,"32219-",,"5310.11","False","0",,"False"
"006513-0585","1653","","1025 PEBBLE RIDGE DR JACKSONVILLE 32220-",,"32220-",,"5312.67","False","0",,"False"
"090807-0000","15606","","2547 HERSCHEL ST JACKSONVILLE 32204-",,"32204-",,"5318.15","False","0",,"False"
"167158-7730","25141","","13327 N CURRITUCK DR JACKSONVILLE 32225-",,"32225-",,"5320.92","False","0",,"False"
"122322-0010","19113","","820 A PHILIP RANDOLPH BLVD JACKSONVILLE 32206-",,"32206-",,"5322.04","False","0",,"False"
"044279-1050","8832","","10490 E BALMORAL CIR JACKSONVILLE 32218-",,"32218-",,"5325.71","False","0",,"False"
"020041-0660","4265","","11057 COPPER HILL DR JACKSONVILLE 32218-",,"32218-",,"5336.39","False","0",,"False"
"133973-0115","20468","","5156 MARTHA ANN DR JACKSONVILLE 32207-",,"32207-",,"5338.25","False","0",,"False"
"166444-0000","24914","","11943 GREENWOOD CT JACKSONVILLE 32246-",,"32246-",,"5338.45","False","0",,"False"
"156421-2334","23129","","10863 E CROSSTIE RD JACKSONVILLE 32257-",,"32257-",,"5341.79","False","0",,"False"
"123479-0000","19274","","1805 LIVE OAK DR JACKSONVILLE 32246-",,"32246-",,"5353.59","False","0",,"False"
"150775-0000","22279","","4053 PONCE DE LEON AVE JACKSONVILLE 32217-",,"32217-",,"5368.33","False","0",,"False"
"159786-1050","23754","","13953 SAWPIT RD JACKSONVILLE 32226-",,"32226-",,"5375.76","False","0",,"False"
"091201-0000","15624","","2319 COLLEGE ST JACKSONVILLE 32204-",,"32204-",,"5379.12","False","0",,"False"
"141118-0010","21000","","1320 E HOLLYHOCK CIR JACKSONVILLE 32211-",,"32211-",,"5379.62","False","0",,"False"
"070353-0000","12880","","1813 CALLAHAN ST JACKSONVILLE 32207-",,"32207-",,"5379.68","False","0",,"False"
"150991-0000","22296","","6937 W LA MESA DR JACKSONVILLE 32217-",,"32217-",,"5382.88","False","0",,"False"
"166939-0000","24987","","3339 ALDRIDGE MALL JACKSONVILLE 32224-",,"32224-",,"5387.22","False","0",,"False"
"071378-0000","12974","","1637 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"5388.53","False","0",,"False"
"042505-0000","8606","","1614 LEONID RD JACKSONVILLE 32218-",,"32218-",,"5393.49","False","0",,"False"
"088021-0000","15277","","543 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"5400.22","False","0",,"False"
"167459-0890","25305","","12248 S COBBLEFIELD CIR JACKSONVILLE 32224-",,"32224-",,"5417.18","False","0",,"False"
"041469-0000","8381","","4408 W MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"5428.49","False","0",,"False"
"013843-0554","2940","","5029 WESTCHASE CT JACKSONVILLE 32210-",,"32210-",,"5437.82","False","0",,"False"
"106578-7340","17043","","12899 CHANDLERS CROSSING LN JACKSONVILLE 32226-",,"32226-",,"5462.59","False","0",,"False"
"102357-0000","16460","","5367 ORTEGA BLVD JACKSONVILLE 32210-",,"32210-",,"5469.34","False","0",,"False"
"068779-0010","12734","","6129 HYDE PARK CIR JACKSONVILLE 32210-",,"32210-",,"5471.31","False","0",,"False"
"168085-0596","25772","","13328 LOW TIDE WAY JACKSONVILLE 32258-",,"32258-",,"5473.82","False","0",,"False"
"145573-0000","21439","","1173 NICHOLSON RD JACKSONVILLE 32207-",,"32207-",,"5478.25","False","0",,"False"
"013553-0000","2854","","103RD ST JACKSONVILLE 32210-",,"32210-",,"5487.04","False","0",,"False"
"166157-0500","24884","","12101 CANNES ST JACKSONVILLE 32224-",,"32224-",,"5488.04","False","0",,"False"
"163672-0210","24435","","11463 SAINTS RD JACKSONVILLE 32246-",,"32246-",,"5488.86","False","0",,"False"
"156332-1036","23078","","11523 E MANDARIN WOODS DR JACKSONVILLE 32223-",,"32223-",,"5501.35","False","0",,"False"
"167158-8305","25146","","13407 ASHCROFT LANDING CT JACKSONVILLE 32225-",,"32225-",,"5504.12","False","0",,"False"
"129625-0000","19842","","1835 WELFORD RD JACKSONVILLE 32207-",,"32207-",,"5511.07","False","0",,"False"
"178286-0000","26664","","1339 PINEWOOD LN JACKSONVILLE BEACH 32250-",,"32250-",,"5511.17","False","0",,"False"
"168891-0302","25951","","2612 S STERN DR JACKSONVILLE 32233-",,"32233-",,"5515.67","False","0",,"False"
"160938-0000","23959","","1704 GIRVIN RD JACKSONVILLE 32225-",,"32225-",,"5528.53","False","0",,"False"
"072616-0100","13148","","306 E 3RD ST 4 JACKSONVILLE 32206-",,"32206-",,"5536.54","False","0",,"False"
"168135-2406","25797","","6571 WHITE BLOSSOM CIR 7D JACKSONVILLE 32258-",,"32258-",,"5560.82","False","0",,"False"
"162224-1535","24229","","330 SILENT BROOK TRL JACKSONVILLE 32225-",,"32225-",,"5563.51","False","0",,"False"
"106440-0100","17013","","13019 LANIER RD JACKSONVILLE 32226-",,"32226-",,"5565.85","False","0",,"False"
"100962-0000","16407","","4724 DEVON LN JACKSONVILLE 32210-",,"32210-",,"5568.99","False","0",,"False"
"158094-0760","23378","","4446 WILLOW CHASE TER JACKSONVILLE 32258-",,"32258-",,"5585.72","False","0",,"False"
"124017-0000","19316","","3025 PEACH DR JACKSONVILLE 32246-",,"32246-",,"5597.81","False","0",,"False"
"033231-0002","6833","","TROUT RIVER DR JACKSONVILLE 32208-",,"32208-",,"5614.21","False","0",,"False"
"145996-0000","21453","","3118 BEACH BLVD JACKSONVILLE 32207-",,"32207-",,"5616.44","False","0",,"False"
"148648-0010","21923","","5050 ELINOR RD JACKSONVILLE 32257-",,"32257-",,"5630.66","False","0",,"False"
"151852-0000","22343","","4012 S SIERRA MADRE DR JACKSONVILLE 32217-",,"32217-",,"5634.58","False","0",,"False"
"174687-0600","26388","","1411 N 4TH ST JACKSONVILLE BEACH 32250-",,"32250-",,"5636.89","False","0",,"False"
"175572-0010","26452","","53 S 9TH ST JACKSONVILLE BEACH 32250-",,"32250-",,"5646.51","False","0",,"False"
"013843-0524","2938","","5216 WESTCHASE CT JACKSONVILLE 32210-",,"32210-",,"5647.77","False","0",,"False"
"108006-0000","17375","","462 NEW BERLIN RD JACKSONVILLE 32218-",,"32218-",,"5649.06","False","0",,"False"
"071687-0000","13019","","232 E 8TH ST JACKSONVILLE 32206-",,"32206-",,"5652.56","False","0",,"False"
"002938-0100","756","","7500 TROTTER LAKE RD JACKSONVILLE 32219-",,"32219-",,"5661.68","False","0",,"False"
"158847-1040","23537","","2589 S SCOTT MILL DR JACKSONVILLE 32223-",,"32223-",,"5667.47","False","0",,"False"
"172236-0000","26241","","27 EDGAR ST ATLANTIC BEACH 32233-",,"32233-",,"5667.65","False","0",,"False"
"099170-6126","16319","","6000 SAN JOSE BLVD 11-C JACKSONVILLE 32217-",,"32217-",,"5667.89","False","0",,"False"
"168724-0000","25924","","1253 GREEN CAY AVE JACKSONVILLE 32233-",,"32233-",,"5668.56","False","0",,"False"
"029913-0000","6234","","5033 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"5670.33","False","0",,"False"
"081587-0000","13928","","1803 ATLANTIC BLVD JACKSONVILLE 32207-",,"32207-",,"5672.42","False","0",,"False"
"160316-0000","23857","","13220 MT PLEASANT RD JACKSONVILLE 32225-",,"32225-",,"5688.21","False","0",,"False"
"148924-0110","22019","","3099 CORNELIA DR JACKSONVILLE 32257-",,"32257-",,"5691.85","False","0",,"False"
"129382-0020","19816","","749 CESERY BLVD JACKSONVILLE 32211-",,"32211-",,"5696.87","False","0",,"False"
"139319-0000","20909","","784 WREN RD JACKSONVILLE 32216-",,"32216-",,"5705.32","False","0",,"False"
"148704-7235","21986","","4836 SUSANNA WOODS CT JACKSONVILLE 32257-",,"32257-",,"5705.87","False","0",,"False"
"069604-0000","12788","","4115 SHIRLEY AVE JACKSONVILLE 32210-",,"32210-",,"5708.45","False","0",,"False"
"108822-0025","17609","","NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"5719.15","False","0",,"False"
"167158-8210","25143","","411 ASHCROFT LANDING DR JACKSONVILLE 32225-",,"32225-",,"5723.78","False","0",,"False"
"178021-0000","26640","","1658 N LOWER 4TH AVE JACKSONVILLE BEACH 32250-",,"32250-",,"5724.54","False","0",,"False"
"008989-1000","2035","","OLD GAINESVILLE RD JACKSONVILLE 32221-",,"32221-",,"5742.84","False","0",,"False"
"106385-0010","16983","","13315 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"5747.17","False","0",,"False"
"167736-3620","25448","","4788 HODGES BLVD 203 JACKSONVILLE 32224-",,"32224-",,"5757.66","False","0",,"False"
"093851-0000","15749","","4220 SAN JUAN AVE JACKSONVILLE 32210-",,"32210-",,"5762.49","False","0",,"False"
"135788-0000","20616","","3733 ADIROLF RD JACKSONVILLE 32207-",,"32207-",,"5764.66","False","0",,"False"
"155642-7950","22943","","11067 PERCHERON DR JACKSONVILLE 32257-",,"32257-",,"5771.18","False","0",,"False"
"158093-0605","23373","","12136 E RESERVOIR LN JACKSONVILLE 32223-",,"32223-",,"5777.53","False","0",,"False"
"093454-0000","15728","","4615 LEXINGTON AVE JACKSONVILLE 32210-",,"32210-",,"5793.5","False","0",,"False"
"167332-1200","25203","","2344 E COVINGTON CREEK CIR JACKSONVILLE 32224-",,"32224-",,"5794.32","False","0",,"False"
"061432-0000","12160","","3351 PLYMOUTH ST JACKSONVILLE 32205-",,"32205-",,"5829.4","False","0",,"False"
"000989-2000","182","","4300 S US 301 HWY JACKSONVILLE 32234-",,"32234-",,"5840.61","False","0",,"False"
"028502-0000","5898","","2366 LANTANA AVE JACKSONVILLE 32209-",,"32209-",,"5840.66","False","0",,"False"
"106369-1350","16963","","13913 E FISH EAGLE DR JACKSONVILLE 32226-",,"32226-",,"5841.4","False","0",,"False"
"077185-0000","13674","","57 CANTEE ST JACKSONVILLE 32204-",,"32204-",,"5897.17","False","0",,"False"
"174623-0000","26380","","323 N 11TH AVE JACKSONVILLE BEACH 32250-",,"32250-",,"5898.9","False","0",,"False"
"064854-0820","12410","","2525 COLLEGE ST 2301 JACKSONVILLE 32204-",,"32204-",,"5928.86","False","0",,"False"
"165262-5435","24616","","11281 HENDON DR JACKSONVILLE 32246-",,"32246-",,"5930.36","False","0",,"False"
"160354-0000","23860","","13218 HUGUENOT LN JACKSONVILLE 32225-",,"32225-",,"5955.89","False","0",,"False"
"140535-0000","20964","","1025 LIDO RD JACKSONVILLE 32216-",,"32216-",,"5970.94","False","0",,"False"
"031389-0000","6552","","4919 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"5972.1","False","0",,"False"
"142557-0000","21148","","939 ARLINGTON RD JACKSONVILLE 32211-",,"32211-",,"5977.45","False","0",,"False"
"148673-0000","21965","","8801 PHILIPS HWY JACKSONVILLE 32256-",,"32256-",,"5988.66","False","0",,"False"
"167115-5240","25076","","14149 WASHBURN CT JACKSONVILLE 32250-",,"32250-",,"5992.17","False","0",,"False"
"048852-0100","9958","","2202 N EDGEWOOD AVE JACKSONVILLE 32254-",,"32254-",,"5996.37","False","0",,"False"
"011657-0000","2366","","1465 N OLD MIDDLEBURG RD JACKSONVILLE 32210-",,"32210-",,"6007.26","False","0",,"False"
"123452-0000","19270","","1834 LIVE OAK DR JACKSONVILLE 32246-",,"32246-",,"6031.85","False","0",,"False"
"102588-0000","16467","","4130 ROMA BLVD JACKSONVILLE 32210-",,"32210-",,"6033.65","False","0",,"False"
"148457-0000","21756","","5039 BRADFORD RD JACKSONVILLE 32217-",,"32217-",,"6036.15","False","0",,"False"
"002128-0200","473","","3783 YELLOW WATER RD JACKSONVILLE 32234-",,"32234-",,"6037.59","False","0",,"False"
"155642-1148","22929","","11015 E MANDARIN STATION DR JACKSONVILLE 32257-",,"32257-",,"6051.4","False","0",,"False"
"149235-0020","22167","","8965 SAN RAE RD JACKSONVILLE 32257-",,"32257-",,"6054.48","False","0",,"False"
"163005-0000","24340","","734 LEE RD JACKSONVILLE 32225-",,"32225-",,"6058.41","False","0",,"False"
"160102-0000","23820","","6619 RAMOTH DR JACKSONVILLE 32226-",,"32226-",,"6062","False","0",,"False"
"013142-0000","2690","","8424 WAGENHALS RD JACKSONVILLE 32210-",,"32210-",,"6071.08","False","0",,"False"
"028689-0000","5943","","2807 W 45TH ST JACKSONVILLE 32209-",,"32209-",,"6078.9","False","0",,"False"
"128736-0120","19785","","513 CLIFTON BLUFF LN JACKSONVILLE 32211-",,"32211-",,"6126.45","False","0",,"False"
"013381-0300","2822","","8168 SUSIE ST JACKSONVILLE 32210-",,"32210-",,"6130.15","False","0",,"False"
"158317-0000","23447","","12968 OLD ST AUGUSTINE RD JACKSONVILLE 32258-",,"32258-",,"6132.04","False","0",,"False"
"108889-0020","17611","","9947 ORAHOOD LN JACKSONVILLE 32226-",,"32226-",,"6146.55","False","0",,"False"
"004320-0060","1155","","10900 BRIDGES RD JACKSONVILLE 32218-",,"32218-",,"6148.16","False","0",,"False"
"170509-0010","26102","","715 DAVID ST ATLANTIC BEACH 32233-",,"32233-",,"6150.09","False","0",,"False"
"176989-0560","26566","","14750 BEACH BLVD 30 JACKSONVILLE 32250-",,"32250-",,"6150.86","False","0",,"False"
"012874-1080","2595","","2673 E FOX CREEK DR JACKSONVILLE 32221-",,"32221-",,"6168.43","False","0",,"False"
"020988-0116","4464","","1436 BELLESHORE CIR JACKSONVILLE 32218-",,"32218-",,"6186.59","False","0",,"False"
"106386-0050","16984","","13130 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"6214.14","False","0",,"False"
"099005-0000","16226","","6126 TOWNSEND RD JACKSONVILLE 32244-",,"32244-",,"6233.97","False","0",,"False"
"045235-0010","9035","","2616 FLANDERS ST JACKSONVILLE 32206-",,"32206-",,"6235.11","False","0",,"False"
"167457-1520","25296","","4441 E HUNTERS HAVEN LN JACKSONVILLE 32224-",,"32224-",,"6237.7","False","0",,"False"
"021533-0000","4604","","7810 NEW KINGS RD JACKSONVILLE 32219-",,"32219-",,"6246.03","False","0",,"False"
"175768-0000","26467","","923 S 3RD AVE JACKSONVILLE BEACH 32250-",,"32250-",,"6254.95","False","0",,"False"
"143256-0000","21163","","8241 N PARKRIDGE CIR JACKSONVILLE 32211-",,"32211-",,"6267.91","False","0",,"False"
"067048-0020","12566","","1394 CASSAT AVE JACKSONVILLE 32205-",,"32205-",,"6269.22","False","0",,"False"
"064437-0000","12381","","2834 COLLEGE ST JACKSONVILLE 32205-",,"32205-",,"6280.69","False","0",,"False"
"101538-0000","16425","","4121 BALTIC ST JACKSONVILLE 32210-",,"32210-",,"6321.47","False","0",,"False"
"064137-0000","12352","","3030 POST ST JACKSONVILLE 32205-",,"32205-",,"6325.11","False","0",,"False"
"006930-0000","1742","","136 FINCASTLE AVE JACKSONVILLE 32220-",,"32220-",,"6335.85","False","0",,"False"
"165270-1240","24669","","2032 DEER RUN TRL JACKSONVILLE 32246-",,"32246-",,"6360.92","False","0",,"False"
"006403-0000","1641","","9151 W BEAVER ST JACKSONVILLE 32220-",,"32220-",,"6373.38","False","0",,"False"
"162157-1166","24186","","1459 E BLACKHAWK TRL JACKSONVILLE 32225-",,"32225-",,"6394.73","False","0",,"False"
"108927-1454","17625","","4417 MAYWOOD DR JACKSONVILLE 32277-",,"32277-",,"6400.61","False","0",,"False"
