"lienhub_parcel","lienhub_owner","lienhub_situs_address","lienhub_situs_city","lienhub_situs_zip","lienhub_cert_number","lienhub_face_amount","lienhub_status","live_match_found","live_total_due","live_bill_years","still_delinquent"
"","","1504 GANDY ST JACKSONVILLE 32208-",,"32208-",,"4411.15","","False","0",,"False"
"","","439 E 7TH ST JACKSONVILLE 32206-",,"32206-",,"4411.5","","False","0",,"False"
"","","7639 LOOKOUT POINT DR JACKSONVILLE 32210-",,"32210-",,"4420.34","","False","0",,"False"
"","","9252 SAN JOSE BLVD 2002 JACKSONVILLE 32257-",,"32257-",,"4421.67","","False","0",,"False"
"","","938 W BORDEAU AVE JACKSONVILLE 32211-",,"32211-",,"4430.75","","False","0",,"False"
"","","2440 SOTTERLEY LN JACKSONVILLE 32220-",,"32220-",,"4435.4","","False","0",,"False"
"","","4809 YACHT CLUB RD JACKSONVILLE 32210-",,"32210-",,"4440.96","","False","0",,"False"
"","","7636 S ALTUS DR JACKSONVILLE 32277-",,"32277-",,"4443.91","","False","0",,"False"
"","","514 EDGEWOOD AVE JACKSONVILLE 32205-",,"32205-",,"4447.6","","False","0",,"False"
"","","8903 BEAVER ST JACKSONVILLE 32220-",,"32220-",,"4451.64","","False","0",,"False"
"","","8326 W CROSS TIMBERS DR JACKSONVILLE 32244-",,"32244-",,"4454.59","","False","0",,"False"
"","","1156 WOLFE ST JACKSONVILLE 32205-",,"32205-",,"4460.77","","False","0",,"False"
"","","12229 E GOVERNORS DR JACKSONVILLE 32223-",,"32223-",,"4460.99","","False","0",,"False"
"","","7617 S OLD MIDDLEBURG RD JACKSONVILLE 32222-",,"32222-",,"4461.98","","False","0",,"False"
"","","6078 CONNIE JEAN RD JACKSONVILLE 32222-",,"32222-",,"4462.36","","False","0",,"False"
"","","LEM TURNER RD JACKSONVILLE 32218-",,"32218-",,"4463.59","","False","0",,"False"
"","","7324 GREY FOX LN JACKSONVILLE 32244-",,"32244-",,"4469.16","","False","0",,"False"
"","","838 HAMILTON ST JACKSONVILLE 32205-",,"32205-",,"4469.16","","False","0",,"False"
"","","5088 ANDREW ROBINSON DR JACKSONVILLE 32209-",,"32209-",,"4482.55","","False","0",,"False"
"","","4138 RIBAULT RIVER LN JACKSONVILLE 32208-",,"32208-",,"4485.09","","False","0",,"False"
"","","5933 LENOX AVE JACKSONVILLE 32205-",,"32205-",,"4485.88","","False","0",,"False"
"","","3659 FREEMAN RD JACKSONVILLE 32207-",,"32207-",,"4486.29","","False","0",,"False"
"","","3834 E UNION PACIFIC DR JACKSONVILLE 32246-",,"32246-",,"4495.42","","False","0",,"False"
"","","3355 CORBY ST JACKSONVILLE 32205-",,"32205-",,"4501.34","","False","0",,"False"
"","","7311 N HIGH BLUFF RD JACKSONVILLE 32244-",,"32244-",,"4510.63","","False","0",,"False"
"","","2636 PEACOCK ST JACKSONVILLE 32207-",,"32207-",,"4511.86","","False","0",,"False"
"","","6926 N HANSON DR JACKSONVILLE 32210-",,"32210-",,"4522.82","","False","0",,"False"
"","","980 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"4526.57","","False","0",,"False"
"","","8726 ACREE RD JACKSONVILLE 32219-",,"32219-",,"4531.04","","False","0",,"False"
"","","1735 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"4531.74","","False","0",,"False"
"","","1029 LOBSTER LN JACKSONVILLE 32218-",,"32218-",,"4531.94","","False","0",,"False"
"","","2504 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"4533.98","","False","0",,"False"
"","","3464 NATALIE MEL LN JACKSONVILLE 32218-",,"32218-",,"4535.46","","False","0",,"False"
"","","2119 BOURGET DR JACKSONVILLE 32210-",,"32210-",,"4537.11","","False","0",,"False"
"","","9745 TOUCHTON RD 1002 JACKSONVILLE 32246-",,"32246-",,"4546.59","","False","0",,"False"
"","","1701 THE GREENS WAY 414 JACKSONVILLE BEACH 32250-",,"32250-",,"4551.54","","False","0",,"False"
"","","855 DUSKIN DR JACKSONVILLE 32216-",,"32216-",,"4553.62","","False","0",,"False"
"","","775 SAILFISH DR ATLANTIC BEACH 32233-",,"32233-",,"4558.13","","False","0",,"False"
"","","835 SAILFISH DR ATLANTIC BEACH 32233-",,"32233-",,"4558.14","","False","0",,"False"
"","","4250 E CAMELLIA CIR JACKSONVILLE 32207-",,"32207-",,"4558.58","","False","0",,"False"
"","","12294 BLACK WALNUT CT JACKSONVILLE 32226-",,"32226-",,"4560.58","","False","0",,"False"
"","","630 W U S 90 BALDWIN 32234-",,"32234-",,"4564.24","","False","0",,"False"
"","","13023 PERDUE RD JACKSONVILLE 32218-",,"32218-",,"4575.24","","False","0",,"False"
"","","2854 CLAIRBORO RD JACKSONVILLE 32223-",,"32223-",,"4576.17","","False","0",,"False"
"","","835 SAILFISH DR ATLANTIC BEACH 32233-",,"32233-",,"4580.5","","False","0",,"False"
"","","3590 VICTORIA PARK RD JACKSONVILLE 32216-",,"32216-",,"4589.29","","False","0",,"False"
"","","4662 SHERMAN HILLS PKWY JACKSONVILLE 32210-",,"32210-",,"4593.05","","False","0",,"False"
"","","12700 BARTRAM PARK BLVD 2311 JACKSONVILLE 32258-",,"32258-",,"4595.8","","False","0",,"False"
"","","750 S MCCARGO ST JACKSONVILLE 32221-",,"32221-",,"4596.34","","False","0",,"False"
"","","3173 HOLLOW TREE CT JACKSONVILLE 32216-",,"32216-",,"4596.56","","False","0",,"False"
"","","12684 MILLS RIDGE LN JACKSONVILLE 32258-",,"32258-",,"4601.22","","False","0",,"False"
"","","9745 TOUCHTON RD 1028 JACKSONVILLE 32246-",,"32246-",,"4601.62","","False","0",,"False"
"","","9609 EVANS RD JACKSONVILLE 32208-",,"32208-",,"4601.94","","False","0",,"False"
"","","1912 S LANE AVE JACKSONVILLE 32210-",,"32210-",,"4605.99","","False","0",,"False"
"","","12115 GEORGIA OAK CT JACKSONVILLE 32218-",,"32218-",,"4607.34","","False","0",,"False"
"","","5736 CLEVELAND RD JACKSONVILLE 32209-",,"32209-",,"4609.58","","False","0",,"False"
"","","7709 NEW KINGS RD JACKSONVILLE 32219-",,"32219-",,"4615.27","","False","0",,"False"
"","","1629 HAMMOND BLVD JACKSONVILLE 32221-",,"32221-",,"4618","","False","0",,"False"
"","","2714 CORTEZ RD JACKSONVILLE 32246-",,"32246-",,"4620.04","","False","0",,"False"
"","","1407 GRANDVIEW DR JACKSONVILLE 32211-",,"32211-",,"4625.25","","False","0",,"False"
"","","3845 EDIDIN DR JACKSONVILLE 32277-",,"32277-",,"4627.67","","False","0",,"False"
"","","3528 CORBY ST JACKSONVILLE 32205-",,"32205-",,"4628.04","","False","0",,"False"
"","","1711 E CHURCH ST JACKSONVILLE 32202-",,"32202-",,"4631.21","","False","0",,"False"
"","","2020 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"4634.99","","False","0",,"False"
"","","1464 N MYRTLE AVE JACKSONVILLE 32209-",,"32209-",,"4635.68","","False","0",,"False"
"","","548 LAURINA ST JACKSONVILLE 32216-",,"32216-",,"4638.78","","False","0",,"False"
"","","W BEAVER ST JACKSONVILLE 32220-",,"32220-",,"4641.72","","False","0",,"False"
"","","1959 CHEROKEE COVE TRL JACKSONVILLE 32221-",,"32221-",,"4642.71","","False","0",,"False"
"","","1645 FOREST HILLS RD JACKSONVILLE 32208-",,"32208-",,"4646.82","","False","0",,"False"
"","","8658 BLACKHAW CT JACKSONVILLE 32244-",,"32244-",,"4646.83","","False","0",,"False"
"","","4678 HOMESTEAD RD JACKSONVILLE 32210-",,"32210-",,"4649.17","","False","0",,"False"
"","","5455 SANDERS RD JACKSONVILLE 32277-",,"32277-",,"4649.67","","False","0",,"False"
"","","2850 E LORAN DR JACKSONVILLE 32216-",,"32216-",,"4649.91","","False","0",,"False"
"","","2842 POST ST JACKSONVILLE 32205-",,"32205-",,"4651.77","","False","0",,"False"
"","","1856 LANDWOOD ST JACKSONVILLE 32211-",,"32211-",,"4659.8","","False","0",,"False"
"","","7815 E FAWN BROOK CIR JACKSONVILLE 32256-",,"32256-",,"4660.1","","False","0",,"False"
"","","7748 STILLWELL RD JACKSONVILLE 32221-",,"32221-",,"4679.19","","False","0",,"False"
"","","4419 S MARSH HAWK DR JACKSONVILLE 32218-",,"32218-",,"4689.27","","False","0",,"False"
"","","8162 OSTEEN ST JACKSONVILLE 32210-",,"32210-",,"4693.87","","False","0",,"False"
"","","9756 OXFORD STATION DR JACKSONVILLE 32221-",,"32221-",,"4703.55","","False","0",,"False"
"","","523 S ELLIS RD JACKSONVILLE 32254-",,"32254-",,"4703.67","","False","0",,"False"
"","","860 S HALSEMA RD JACKSONVILLE 32221-",,"32221-",,"4711.19","","False","0",,"False"
"","","BELLA RIVA LN JACKSONVILLE 32225-",,"32225-",,"4713.84","","False","0",,"False"
"","","5168 VERNON RD JACKSONVILLE 32209-",,"32209-",,"4719.27","","False","0",,"False"
"","","6130 N PRATHER DR JACKSONVILLE 32216-",,"32216-",,"4727.89","","False","0",,"False"
"","","1704 INWOOD TER JACKSONVILLE 32207-",,"32207-",,"4734.22","","False","0",,"False"
"","","11257 AMERICANA LN JACKSONVILLE 32218-",,"32218-",,"4739.66","","False","0",,"False"
"","","601 IVA PL JACKSONVILLE 32208-",,"32208-",,"4755.33","","False","0",,"False"
"","","317 N 2ND AVE JACKSONVILLE BEACH 32250-",,"32250-",,"4755.35","","False","0",,"False"
"","","12111 SAN JOSE BLVD JACKSONVILLE 32223-",,"32223-",,"4759.2","","False","0",,"False"
"","","1800 THE GREENS WAY 1002 JACKSONVILLE BEACH 32250-",,"32250-",,"4760.76","","False","0",,"False"
"","","9994 ARNOLD RD JACKSONVILLE 32246-",,"32246-",,"4765.2","","False","0",,"False"
"","","8320 LENOX AVE JACKSONVILLE 32221-",,"32221-",,"4772.27","","False","0",,"False"
"","","5113 S PARETE RD JACKSONVILLE 32218-",,"32218-",,"4775.68","","False","0",,"False"
"","","2645 BAYVIEW RD JACKSONVILLE 32210-",,"32210-",,"4778.56","","False","0",,"False"
"","","8713 MONROE AVE JACKSONVILLE 32208-",,"32208-",,"4781.81","","False","0",,"False"
"","","HOGAN RD JACKSONVILLE 32216-",,"32216-",,"4799.99","","False","0",,"False"
"","","9745 TOUCHTON RD 1701 JACKSONVILLE 32246-",,"32246-",,"4805.06","","False","0",,"False"
"","","9551 SUGAR HOLLOW LN JACKSONVILLE 32256-",,"32256-",,"4805.44","","False","0",,"False"
"","","9755 S ALVIN RD JACKSONVILLE 32222-",,"32222-",,"4808.47","","False","0",,"False"
"","","725 S GRANADA BLVD JACKSONVILLE 32207-",,"32207-",,"4821.58","","False","0",,"False"
"","","1661 RIVERSIDE AVE 202 JACKSONVILLE 32204-",,"32204-",,"4826.54","","False","0",,"False"
"","","781 BEGONIA ST ATLANTIC BEACH 32233-",,"32233-",,"4834.7","","False","0",,"False"
"","","4652 PINEWOOD AVE JACKSONVILLE 32207-",,"32207-",,"4859.2","","False","0",,"False"
"","","7240 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"4859.63","","False","0",,"False"
"","","507 N LANE AVE JACKSONVILLE 32254-",,"32254-",,"4867.37","","False","0",,"False"
"","","13241 BARTRAM PARK BLVD 1405 JACKSONVILLE 32258-",,"32258-",,"4867.56","","False","0",,"False"
"","","8197 BROOKS DR JACKSONVILLE 32244-",,"32244-",,"4869.09","","False","0",,"False"
"","","4325 WALNUT BEND JACKSONVILLE 32257-",,"32257-",,"4881.99","","False","0",,"False"
"","","211 E BAY ST JACKSONVILLE 32202-",,"32202-",,"4894.46","","False","0",,"False"
"","","4317 ORTEGA FARMS CIR JACKSONVILLE 32210-",,"32210-",,"4896.25","","False","0",,"False"
"","","12936 BEARPAW PL JACKSONVILLE 32246-",,"32246-",,"4902.46","","False","0",,"False"
"","","5164 EULACE RD JACKSONVILLE 32210-",,"32210-",,"4907.74","","False","0",,"False"
"","","8737 MAGNOLIA ST JACKSONVILLE 32234-",,"32234-",,"4907.89","","False","0",,"False"
"","","3631 TORRE GRANDE AVE JACKSONVILLE 32257-",,"32257-",,"4920.41","","False","0",,"False"
"","","8466 WATERMILL BLVD JACKSONVILLE 32244-",,"32244-",,"4936.58","","False","0",,"False"
"","","LAKESIDE DR JACKSONVILLE 32210-",,"32210-",,"4936.58","","False","0",,"False"
"","","1951 N PEARL ST JACKSONVILLE 32206-",,"32206-",,"4939.92","","False","0",,"False"
"","","7028 CAMFIELD LANDING DR JACKSONVILLE 32222-",,"32222-",,"4940.96","","False","0",,"False"
"","","7063 CAMFIELD LANDING DR JACKSONVILLE 32222-",,"32222-",,"4940.96","","False","0",,"False"
"","","CALJON RD JACKSONVILLE 32207-",,"32207-",,"4943.85","","False","0",,"False"
"","","4324 PINEWOOD AVE JACKSONVILLE 32207-",,"32207-",,"4948.74","","False","0",,"False"
"","","2407 ACADIE DR JACKSONVILLE 32217-",,"32217-",,"4953.74","","False","0",,"False"
"","","3830 DALRY DR JACKSONVILLE 32246-",,"32246-",,"4971.52","","False","0",,"False"
"","","2001 ART MUSEUM DR JACKSONVILLE 32207-",,"32207-",,"4973.55","","False","0",,"False"
"","","3126 PURDOM DR JACKSONVILLE 32223-",,"32223-",,"4973.86","","False","0",,"False"
"","","11138 N PLEASANT OAK RD JACKSONVILLE 32226-",,"32226-",,"4985.76","","False","0",,"False"
"","","11966 SAVERIO LN JACKSONVILLE 32225-",,"32225-",,"4987.98","","False","0",,"False"
"","","2504 WINDING SPRING CT JACKSONVILLE 32246-",,"32246-",,"5002.59","","False","0",,"False"
"","","7917 MENDOZA DR JACKSONVILLE 32217-",,"32217-",,"5003.37","","False","0",,"False"
"","","1880 MAYPORT RD ATLANTIC BEACH 32233-",,"32233-",,"5006.17","","False","0",,"False"
"","","300 FRANKLIN AVE JACKSONVILLE 32218-",,"32218-",,"5008.45","","False","0",,"False"
"","","2915 RIBAULT SCENIC DR JACKSONVILLE 32208-",,"32208-",,"5009.29","","False","0",,"False"
"","","4251 PALMER AVE JACKSONVILLE 32210-",,"32210-",,"5018.48","","False","0",,"False"
"","","8852 CHAMBORE DR JACKSONVILLE 32256-",,"32256-",,"5029.68","","False","0",,"False"
"","","6054 SAN JOSE BLVD JACKSONVILLE 32217-",,"32217-",,"5037.68","","False","0",,"False"
"","","8876 JOHNSON TER JACKSONVILLE 32219-",,"32219-",,"5039.84","","False","0",,"False"
"","","8447 SAN ARDO DR JACKSONVILLE 32217-",,"32217-",,"5054.51","","False","0",,"False"
"","","339 N HICKORY HOLLOW DR JACKSONVILLE 32225-",,"32225-",,"5077.01","","False","0",,"False"
"","","5120 HARROW RD JACKSONVILLE 32217-",,"32217-",,"5081.72","","False","0",,"False"
"","","13783 QUARTZ CRYSTAL DR JACKSONVILLE 32225-",,"32225-",,"5086.77","","False","0",,"False"
"","","5323 RIVERTON RD JACKSONVILLE 32277-",,"32277-",,"5096.24","","False","0",,"False"
"","","4630 HOMESTEAD RD JACKSONVILLE 32210-",,"32210-",,"5097.01","","False","0",,"False"
"","","1431 RIVERPLACE BLVD 1901 JACKSONVILLE 32207-",,"32207-",,"5112.88","","False","0",,"False"
"","","1337 MORVENWOOD RD JACKSONVILLE 32207-",,"32207-",,"5118.44","","False","0",,"False"
"","","1821 DAVIS RD JACKSONVILLE 32218-",,"32218-",,"5124.4","","False","0",,"False"
"","","5861 BUCKLEY DR JACKSONVILLE 32244-",,"32244-",,"5141.84","","False","0",,"False"
"","","2944 W CORKWOOD RD JACKSONVILLE 32277-",,"32277-",,"5152.23","","False","0",,"False"
"","","1274 CAPE CHARLES AVE JACKSONVILLE 32233-",,"32233-",,"5158.18","","False","0",,"False"
"","","124 E 3RD ST JACKSONVILLE 32206-",,"32206-",,"5167.22","","False","0",,"False"
"","","2437 W FALLEN TREE DR JACKSONVILLE 32246-",,"32246-",,"5170.86","","False","0",,"False"
"","","546 DAVIS ST NEPTUNE BEACH 32266-",,"32266-",,"5179.73","","False","0",,"False"
"","","333 CENTER AVE JACKSONVILLE 32220-",,"32220-",,"5180.66","","False","0",,"False"
"","","9029 LEM TURNER RD JACKSONVILLE 32208-",,"32208-",,"5185.78","","False","0",,"False"
"","","2355 CHEROKEE COVE TRL JACKSONVILLE 32221-",,"32221-",,"5185.95","","False","0",,"False"
"","","5463 TIERRA VERDE LN JACKSONVILLE 32258-",,"32258-",,"5196.12","","False","0",,"False"
"","","6788 LANGFORD ST JACKSONVILLE 32219-",,"32219-",,"5218.14","","False","0",,"False"
"","","5210 EULACE RD JACKSONVILLE 32210-",,"32210-",,"5218.74","","False","0",,"False"
"","","1733 PERRY ST JACKSONVILLE 32206-",,"32206-",,"5228.42","","False","0",,"False"
"","","2066 SAMONTEE RD JACKSONVILLE 32211-",,"32211-",,"5230.08","","False","0",,"False"
"","","112 S 5TH AVE 201 JACKSONVILLE BEACH 32250-",,"32250-",,"5231.21","","False","0",,"False"
"","","15225 N LANDMARK CIR JACKSONVILLE 32226-",,"32226-",,"5239.67","","False","0",,"False"
"","","1554 DOLPH RD JACKSONVILLE 32220-",,"32220-",,"5241.03","","False","0",,"False"
"","","1939 FRANKLIN ST JACKSONVILLE 32206-",,"32206-",,"5247.52","","False","0",,"False"
"","","8688 S BANDERA CIR JACKSONVILLE 32244-",,"32244-",,"5248.77","","False","0",,"False"
"","","4853 SAN CLERC RD JACKSONVILLE 32217-",,"32217-",,"5257.09","","False","0",,"False"
"","","13329 SOLAR DR JACKSONVILLE 32258-",,"32258-",,"5265.56","","False","0",,"False"
"","","844 LYNTON ST JACKSONVILLE 32208-",,"32208-",,"5266.1","","False","0",,"False"
"","","218 E JARDIN DE MER PL 218 JACKSONVILLE BEACH 32250-",,"32250-",,"5268.77","","False","0",,"False"
"","","4803 SAPPHO AVE JACKSONVILLE 32205-",,"32205-",,"5272.46","","False","0",,"False"
"","","8531 ELONDO ST JACKSONVILLE 32211-",,"32211-",,"5276.07","","False","0",,"False"
"","","817 HOUSTON ST JACKSONVILLE 32204-",,"32204-",,"5276.46","","False","0",,"False"
"","","6827 SAN JOSE BLVD JACKSONVILLE 32217-",,"32217-",,"5278.13","","False","0",,"False"
"","","6606 S NIGHTINGALE RD JACKSONVILLE 32216-",,"32216-",,"5282.2","","False","0",,"False"
"","","13648 MYRICA CT JACKSONVILLE 32224-",,"32224-",,"5303.23","","False","0",,"False"
"","","242 ASHLAND AVE JACKSONVILLE 32220-",,"32220-",,"5303.72","","False","0",,"False"
"","","8248 GOLDEN BAMBOO DR JACKSONVILLE 32219-",,"32219-",,"5310.11","","False","0",,"False"
"","","1025 PEBBLE RIDGE DR JACKSONVILLE 32220-",,"32220-",,"5312.67","","False","0",,"False"
"","","2547 HERSCHEL ST JACKSONVILLE 32204-",,"32204-",,"5318.15","","False","0",,"False"
"","","13327 N CURRITUCK DR JACKSONVILLE 32225-",,"32225-",,"5320.92","","False","0",,"False"
"","","820 A PHILIP RANDOLPH BLVD JACKSONVILLE 32206-",,"32206-",,"5322.04","","False","0",,"False"
"","","10490 E BALMORAL CIR JACKSONVILLE 32218-",,"32218-",,"5325.71","","False","0",,"False"
"","","11057 COPPER HILL DR JACKSONVILLE 32218-",,"32218-",,"5336.39","","False","0",,"False"
"","","5156 MARTHA ANN DR JACKSONVILLE 32207-",,"32207-",,"5338.25","","False","0",,"False"
"","","11943 GREENWOOD CT JACKSONVILLE 32246-",,"32246-",,"5338.45","","False","0",,"False"
"","","10863 E CROSSTIE RD JACKSONVILLE 32257-",,"32257-",,"5341.79","","False","0",,"False"
"","","1805 LIVE OAK DR JACKSONVILLE 32246-",,"32246-",,"5353.59","","False","0",,"False"
"","","4053 PONCE DE LEON AVE JACKSONVILLE 32217-",,"32217-",,"5368.33","","False","0",,"False"
"","","13953 SAWPIT RD JACKSONVILLE 32226-",,"32226-",,"5375.76","","False","0",,"False"
"","","2319 COLLEGE ST JACKSONVILLE 32204-",,"32204-",,"5379.12","","False","0",,"False"
"","","1320 E HOLLYHOCK CIR JACKSONVILLE 32211-",,"32211-",,"5379.62","","False","0",,"False"
"","","1813 CALLAHAN ST JACKSONVILLE 32207-",,"32207-",,"5379.68","","False","0",,"False"
"","","6937 W LA MESA DR JACKSONVILLE 32217-",,"32217-",,"5382.88","","False","0",,"False"
"","","3339 ALDRIDGE MALL JACKSONVILLE 32224-",,"32224-",,"5387.22","","False","0",,"False"
"","","1637 N MAIN ST JACKSONVILLE 32206-",,"32206-",,"5388.53","","False","0",,"False"
"","","1614 LEONID RD JACKSONVILLE 32218-",,"32218-",,"5393.49","","False","0",,"False"
"","","543 WOODBINE ST JACKSONVILLE 32206-",,"32206-",,"5400.22","","False","0",,"False"
"","","12248 S COBBLEFIELD CIR JACKSONVILLE 32224-",,"32224-",,"5417.18","","False","0",,"False"
"","","4408 W MONCRIEF RD JACKSONVILLE 32209-",,"32209-",,"5428.49","","False","0",,"False"
"","","5029 WESTCHASE CT JACKSONVILLE 32210-",,"32210-",,"5437.82","","False","0",,"False"
"","","12899 CHANDLERS CROSSING LN JACKSONVILLE 32226-",,"32226-",,"5462.59","","False","0",,"False"
"","","5367 ORTEGA BLVD JACKSONVILLE 32210-",,"32210-",,"5469.34","","False","0",,"False"
"","","6129 HYDE PARK CIR JACKSONVILLE 32210-",,"32210-",,"5471.31","","False","0",,"False"
"","","13328 LOW TIDE WAY JACKSONVILLE 32258-",,"32258-",,"5473.82","","False","0",,"False"
"","","1173 NICHOLSON RD JACKSONVILLE 32207-",,"32207-",,"5478.25","","False","0",,"False"
"","","103RD ST JACKSONVILLE 32210-",,"32210-",,"5487.04","","False","0",,"False"
"","","12101 CANNES ST JACKSONVILLE 32224-",,"32224-",,"5488.04","","False","0",,"False"
"","","11463 SAINTS RD JACKSONVILLE 32246-",,"32246-",,"5488.86","","False","0",,"False"
"","","11523 E MANDARIN WOODS DR JACKSONVILLE 32223-",,"32223-",,"5501.35","","False","0",,"False"
"","","13407 ASHCROFT LANDING CT JACKSONVILLE 32225-",,"32225-",,"5504.12","","False","0",,"False"
"","","1835 WELFORD RD JACKSONVILLE 32207-",,"32207-",,"5511.07","","False","0",,"False"
"","","1339 PINEWOOD LN JACKSONVILLE BEACH 32250-",,"32250-",,"5511.17","","False","0",,"False"
"","","2612 S STERN DR JACKSONVILLE 32233-",,"32233-",,"5515.67","","False","0",,"False"
"","","1704 GIRVIN RD JACKSONVILLE 32225-",,"32225-",,"5528.53","","False","0",,"False"
"","","306 E 3RD ST 4 JACKSONVILLE 32206-",,"32206-",,"5536.54","","False","0",,"False"
"","","6571 WHITE BLOSSOM CIR 7D JACKSONVILLE 32258-",,"32258-",,"5560.82","","False","0",,"False"
"","","330 SILENT BROOK TRL JACKSONVILLE 32225-",,"32225-",,"5563.51","","False","0",,"False"
"","","13019 LANIER RD JACKSONVILLE 32226-",,"32226-",,"5565.85","","False","0",,"False"
"","","4724 DEVON LN JACKSONVILLE 32210-",,"32210-",,"5568.99","","False","0",,"False"
"","","4446 WILLOW CHASE TER JACKSONVILLE 32258-",,"32258-",,"5585.72","","False","0",,"False"
"","","3025 PEACH DR JACKSONVILLE 32246-",,"32246-",,"5597.81","","False","0",,"False"
"","","TROUT RIVER DR JACKSONVILLE 32208-",,"32208-",,"5614.21","","False","0",,"False"
"","","3118 BEACH BLVD JACKSONVILLE 32207-",,"32207-",,"5616.44","","False","0",,"False"
"","","5050 ELINOR RD JACKSONVILLE 32257-",,"32257-",,"5630.66","","False","0",,"False"
"","","4012 S SIERRA MADRE DR JACKSONVILLE 32217-",,"32217-",,"5634.58","","False","0",,"False"
"","","1411 N 4TH ST JACKSONVILLE BEACH 32250-",,"32250-",,"5636.89","","False","0",,"False"
"","","53 S 9TH ST JACKSONVILLE BEACH 32250-",,"32250-",,"5646.51","","False","0",,"False"
"","","5216 WESTCHASE CT JACKSONVILLE 32210-",,"32210-",,"5647.77","","False","0",,"False"
"","","462 NEW BERLIN RD JACKSONVILLE 32218-",,"32218-",,"5649.06","","False","0",,"False"
"","","232 E 8TH ST JACKSONVILLE 32206-",,"32206-",,"5652.56","","False","0",,"False"
"","","7500 TROTTER LAKE RD JACKSONVILLE 32219-",,"32219-",,"5661.68","","False","0",,"False"
"","","2589 S SCOTT MILL DR JACKSONVILLE 32223-",,"32223-",,"5667.47","","False","0",,"False"
"","","27 EDGAR ST ATLANTIC BEACH 32233-",,"32233-",,"5667.65","","False","0",,"False"
"","","6000 SAN JOSE BLVD 11-C JACKSONVILLE 32217-",,"32217-",,"5667.89","","False","0",,"False"
"","","1253 GREEN CAY AVE JACKSONVILLE 32233-",,"32233-",,"5668.56","","False","0",,"False"
"","","5033 TROUT RIVER BLVD JACKSONVILLE 32208-",,"32208-",,"5670.33","","False","0",,"False"
"","","1803 ATLANTIC BLVD JACKSONVILLE 32207-",,"32207-",,"5672.42","","False","0",,"False"
"","","13220 MT PLEASANT RD JACKSONVILLE 32225-",,"32225-",,"5688.21","","False","0",,"False"
"","","3099 CORNELIA DR JACKSONVILLE 32257-",,"32257-",,"5691.85","","False","0",,"False"
"","","749 CESERY BLVD JACKSONVILLE 32211-",,"32211-",,"5696.87","","False","0",,"False"
"","","784 WREN RD JACKSONVILLE 32216-",,"32216-",,"5705.32","","False","0",,"False"
"","","4836 SUSANNA WOODS CT JACKSONVILLE 32257-",,"32257-",,"5705.87","","False","0",,"False"
"","","4115 SHIRLEY AVE JACKSONVILLE 32210-",,"32210-",,"5708.45","","False","0",,"False"
"","","NEW BERLIN RD JACKSONVILLE 32226-",,"32226-",,"5719.15","","False","0",,"False"
"","","411 ASHCROFT LANDING DR JACKSONVILLE 32225-",,"32225-",,"5723.78","","False","0",,"False"
"","","1658 N LOWER 4TH AVE JACKSONVILLE BEACH 32250-",,"32250-",,"5724.54","","False","0",,"False"
"","","OLD GAINESVILLE RD JACKSONVILLE 32221-",,"32221-",,"5742.84","","False","0",,"False"
"","","13315 PEACEFUL RD JACKSONVILLE 32226-",,"32226-",,"5747.17","","False","0",,"False"
"","","4788 HODGES BLVD 203 JACKSONVILLE 32224-",,"32224-",,"5757.66","","False","0",,"False"
"","","4220 SAN JUAN AVE JACKSONVILLE 32210-",,"32210-",,"5762.49","","False","0",,"False"
"","","3733 ADIROLF RD JACKSONVILLE 32207-",,"32207-",,"5764.66","","False","0",,"False"
"","","11067 PERCHERON DR JACKSONVILLE 32257-",,"32257-",,"5771.18","","False","0",,"False"
"","","12136 E RESERVOIR LN JACKSONVILLE 32223-",,"32223-",,"5777.53","","False","0",,"False"
"","","4615 LEXINGTON AVE JACKSONVILLE 32210-",,"32210-",,"5793.5","","False","0",,"False"
"","","2344 E COVINGTON CREEK CIR JACKSONVILLE 32224-",,"32224-",,"5794.32","","False","0",,"False"
"","","3351 PLYMOUTH ST JACKSONVILLE 32205-",,"32205-",,"5829.4","","False","0",,"False"
"","","4300 S US 301 HWY JACKSONVILLE 32234-",,"32234-",,"5840.61","","False","0",,"False"
"","","2366 LANTANA AVE JACKSONVILLE 32209-",,"32209-",,"5840.66","","False","0",,"False"
"","","13913 E FISH EAGLE DR JACKSONVILLE 32226-",,"32226-",,"5841.4","","False","0",,"False"
"","","57 CANTEE ST JACKSONVILLE 32204-",,"32204-",,"5897.17","","False","0",,"False"
"","","323 N 11TH AVE JACKSONVILLE BEACH 32250-",,"32250-",,"5898.9","","False","0",,"False"
"","","2525 COLLEGE ST 2301 JACKSONVILLE 32204-",,"32204-",,"5928.86","","False","0",,"False"
"","","11281 HENDON DR JACKSONVILLE 32246-",,"32246-",,"5930.36","","False","0",,"False"
"","","13218 HUGUENOT LN JACKSONVILLE 32225-",,"32225-",,"5955.89","","False","0",,"False"
"","","1025 LIDO RD JACKSONVILLE 32216-",,"32216-",,"5970.94","","False","0",,"False"
